구분,질문,답변
월세,"부동산(월세) 중개수수료 계산관련해서 질문을 좀 올립니다.보증금 2천만원 월세 70만원 이렇게 되어 있다면 총 거래금액은 보증금+(월세*12) = 2,840만으로 중개수수료 요율이 0.005%가 되고 중개수수료를 계산해보면 2,840,000,000 X 0.005 = 142,000 이 되는 건가요??? 그리고 이 부동산 중개수수료는 임차인과 임대인이 반반내면 되는건가요? 아니면 각자 142천원을 내야하는건가요?","지금은 계산 방법이 달라졌습니다.월세 70만원에 100을 곱해 7,000만원이고 보증금을 합해서 9,000만원이 거래금액 입니다.주택이면 요율이 0.4%로 36만원인데 한도액이 있어서 중개보수는 30만원 입니다.​​이 부동산 중개수수료는 임차인과 임대인이 반반내면 되는건가요? 아니면 각자 142천원을 내야하는건가요?  <답변> 임대인과 임차인이 각각 30만원을 중개수수료로 내야 합니다."
월세,"어렸을 때부터 살던 조립식 단독주택을 월세로 내놓으려고 합니다.땅은 문화재 땅이고, 큰아버지가 도지세를 내고 계십니다. 건물은 등기나 건축물대장이 없구요.지금 동생은 이 주택에 전입신고가 되어있는 상황입니다.이런 상황에서 월세 계약서를 작성할 때 주의해야할 사항이 있을까요?건너건너 소개로 세 살고 싶다 하신 분이 계셔서 부동산 없이 계약하려고 하는데 문제 없을까요?동생이 전입신고 되어있는 상태인데, 세입자가 전입신고 하기 전에 다른 곳으로 옮겨야할까요?자세한 답변 부탁드립니다.","월세를 받는 입장은 문제는 없을 것입니다.2년, 4년 정도는 보장된다면 문제 안 됩니다.​ 동생 전입신고 있어도 임차인 전입신고는 가능할 수 있습니다.주민센터에서 빼야 한다고 알려주기는 할 것이니 일단은 임차인이 전입신고할 때에문제되면 알려 달라고 하면 됩니다."
월세,8월말에 세입자가 아파트나가고 새로운 월세 세입자가 들어옵니다 계약서는 얼마전에 썼구요 사실 제대로 하려면 임대인인 제가 그날 가서 나갈때 훼손된거있나 보고 한다음 다음세입자 들어와야하는데 제가 지방으로 일을 가야해서요  이럴때 부동산이 대신 봐주고 하면 수수료좀 더줘야하는게 있을까요?? 통상적으로 서비스로 그냥 해주나요?? 새로운 다음세입자 잔금지급시 수수료지불이라 아직 안줬어요 그날 기존세입자가 새로운세입자 편의봐준다고 계약기간2주남았는데 먼저 나간댔는데 그럼 일수로 14일치 덜살았으니 보증금내주고 월세 선불받았던거 14일치 돌려주고 ... 혹시 이런것도 다부동산이 알아서 해서말해주나요?? 살면서 세를 줘본적이 없어서...제가 다알아서 요쪽전화하고 저기전화해서 다이사갔다 이사와라 보증금 부친다 보증금 넣어주라 다 해야하나요??? 여기 부동산 소장님이 나이많으신분이라 그런지 별 신경을 안써주시네요 ..통상적으로 어떻게 하나요 알고싶네요,"추가로 수수료 더주실건 없습니다.부탁하시고 완벽하게 잔금처리와 이사시작까지 된거 전달받으시면그때 수수료 지급하시면 됩니다.월세에 대한 비용은 일별로 계산해서 당연히 부동산에서 처리해줘야합니다.,내용은 중개사랑 이야기한번하시구요.중개사와 이야기하세요 당일날 다처리해달라고 신경써달라구요.그리고 다 마무리되면 수수료 지급하시면됩니다."
월세,"21/2/23일 1년 월세 계약 후, 자동 연장되어 현재까지 거주중입니다23년에는 방을 빼고 이사를 가려는데22년 11월에 부동산에다가는 방 뺀다고 말씀 드렸고,주인한테는 말은 안했는데지금 12/18일 시점에서 방주인한테 말해도 괜찮겠죠?(3개월 전에만 말해달라고 했었음)2/23 이후로 이사를 가게 될 것 같은데 그동안 월세비는 하루로 쳐서 계속 입금을 해드려야 할까요?","21년 2월 23일에 계약하셨다면 만기 2개월 전에 나간다고 하지 않았다면 23년 2월 23일까지 연장된 상태 입니다.만기에 나간다면 지금은 얘기해야 합니다.23년 2월 23일 후에도 좀 더 사시겠다면 그냥 놔둬도 됩니다.묵시적 갱신되면 언제든 나간다고 통보할 수 있고, 통보 후 3개월 후에는 나갈 수 있습니다. 임대인에게 직접 통보해야 합니다.부동산에 통보하는 것은 효력이 없습니다. 일단 살고 있으면 월세는 계속 입금해야 합니다.​"
월세,"안녕하세요. 부동산 월세 계약을 했습니다.계약기간 : 2020년 2월 25일 ~ 2022년 3월 30일 (24개월)작년에 최초 계약기간이 끝나고 최근인 2023년 1월 월세까지 지급해서 묵시적 갱신이 된 것 같은데요이런 경우, 1년이 연장된 걸로 봐야하나요? (2022년 3월 30일 ~ 2023년 3월 31일)아니면, 최초 계약 기간이였던 24개월(2년)이 연장된 걸로 봐야하나요? (2022년 3월 30일 ~ 2024년 3월 31일)답변 부탁드립니다.감사합니다.",묵시적은 2년단위연장언제든지 나갈수있고  3개월전에만통보하면 됩니다
월세,안녕하세요. 부동산 월세 계약을 할 때 집주인과 세입자가 나눠 갖는 서류는부동산 임대계약서가 전부인가요?,계약서 와 등기부등본.
월세,현재 아직 군복무를 하지않은 미필입니다.상가(?)를 분양 받게되어 월세를받으려 생각하고 있습니다.하지만 제가 알기로 군복무중 소득활동이 금지되있는것으로 알고있습니다분양 받은 후에 월세계약을 하고 입대하면 그대로 월세를 받을수 있을까요? 아니면 전세로는 받아도되나요?되도록이면 월세로 받고 싶은데 조언 부탁드립니다,임대소득은 복무중 기타소득으로 보기 어려울것 같습니다걱장이 된다면 부모님의 소득으로 잡는것도 방법일것 같네오
월세,신탁부동산 월세계약을 하였는데임대차계약 동의서를 작성 해준다고 하였다가변제권에서 후순위로 밀린다고 거부하였습니다.이사를 하루 앞두고 전해들어서...신탁원부상 동의서가 없는 계약은 무효라고 적혀있고위탁자는 보증금 만큼의 현금보관증을 써준다고 하는데어떡해야할지 몰라 문의 드려요당장 내일 집을 비워야 해서 다른데 구할 시간도 없습니다.,보증금을 보호받는데 제한사항이 있다면 가급적 입주를 하지 않는 것이 바람직해 보입니다.
월세,안녕하세요?월세계약 관련 질문합니다. 월세 보증금 1000만원에 월세 35만원 계약을 2년 체결해서 오는 1.15에 계약기간이 끝이 나는데 그 전에 직장 때문에 이동하게 되어서 12.20쯤 주인에게 의사를 전달하고 1월초에 이사를 하게되었습니다. 집주인은 보증금을 2월 안으로는 주겠다고 했습니다. 이사날 아파트 관리비 정산후 장기수선금을 주인에게 받으라고 하길래 부동산에 이야기했더니..너무 임박하게 나갈거라고 이야기해서 3개월치 월세를 더 내야한다고.. 만약 그 전에 세입자를 구하게 되면 들어오기 전까지 내면 된다고 합니다.그런데 집주인은 그 집을 처음엔 매매로 내놓고 시간을 끌더니 제가 이사하는 날 부동산과 이야기하고 나서는 월세로도 다시 내놓았지만 보증금 500에 월 60을 내놓은 상황이라 제가 살던 때와는 다른 조건으로 내놓아 요즘같이 세입자를 구하기 어려운 상황에 빨리 세입자가 구해질지도 의문입니다. 이런 다소 억울한 상황에서 3개월 월세를 제가 내는게 맞는지? 부동산에서는 부동산법이 그렇다고 하는데 전문가 분들의 의견을 구합니다.,"12.20쯤 주인에게 의사를 전달했다면 묵시적 갱신으로 3월 20일까지만 월세를 내면 됩니다.그 후의 월세는 낼 수 없다고 해야 합니다.보증금 줄이고 월세를 높게 한 것은 따질 수 없지만, 새로운 임차인이 구해지지 않아도 3월 20일에는 보증금 달라고 해야 합니다."
월세,"에완동물 허용이 안되는 집에서 냥이 몇 마리를 키우다가다른 세입자가 신고를 해서 계약 기간을 3개월을 남겨 놓고 퇴실을 하게 되었습니다.처음 계약할때 고양이가 있는데 괜찮냐고 물어 봤는데부동산에서는 괜찮다고 요즘은 그냥 다 말없이 키운다고해서 그냥 들어갔는데, 제 불찰 이었네요 되는 곳으로 좀 더 알아 볼 걸.. 아무튼 간에 동물을 키워서 벽지랑 장판이 좀 훼손이 됬고, 아무래도 새로 입주 하는 사람에겐 냄새도 날 수 있을 꺼 같아 방 수리 비용을 일체 제가 다 주기로 하고 500을 입금 시켜 주고나왔습니다. 솔직히 그 정도로 들진 않을텐데 제가 그런 쪽 비용을잘 몰라 우선 500 보내주고 남는 돈은 돌려 받기로 하고 나왔는데수리가 끝나 정산이 됬다고 하면서 얼마 남았다 내용을 문자로보내와서 계좌번호 알려주고 입금 시켜 달라 했는데,갑자기 전혀 말이 없던 새로운 세입자가 입주시까지의 월세랑 부동산 수수료를 제가 내야 한다고 하더라구요? 월세를 새로 입주시까지 일로 계산해서 내야 한다고 하고부동산 수수료는 얼마를 줄 건지 물어 보더라구요저도 여유가 없는 상황이라 돌려 받을 금액만 기다리고 있었는데 그동안 아무 말이 없다가 갑자기 저 말이 나와서 좀 많이 당황했습니다. 물론 정말로 제가 다 지불해야 하는 비용이면지불 할 겁니다. 단지 제가 저러한 내용들을 잘 몰라서 질문 올려 봅니다.",질문자님께서 계약조건 위반을 하여 임대인의 요구에 의해서 퇴실을 하는 경우 임대차계약조건 협의한 대로 손해배상 책임이 발생되지만 조건에 반영되지 않았고 질문자님께서 원상복구 비용을 부담해야 하였다면 모든 책임에서 벗어날 수가 있습니다.그럼에도 협의가 되지 않는다면 주택임대차 분쟁조정위원회에 조정을 신청하여 도음을 받을 보시기 바랍니다.
월세,보증금 200에 월세 20에 계약을 부동산에서 했는데 신분증 확인도 안 하고 계약서 작성하고 현금으로 보증금이랑 월세 다 줬었습니다 집 비밀번호는 아직 못 받은 상태구요 오늘 전화 해보니 전화를 안 받는데 이거 사기 가능성 있나요?,계약서 가지고 계시죠? ​집은 확인하고 계약하셨나요? 집주인임을 확실하게 확인하고 계약하셨을까요?​이렇게만 보면 가능성이 없지 않아 보입니다.
월세,"안녕하세요  자취하다가 취업이 되어서 타 지역으로 가게 되었는데 처음에 계약할때 6월에 6개월 계약하고 살다가계약기간 12월이 지나고 연락없어서 9개월 가량 살다가 이번에 나오려고 집주인에게 연락드렸습니다그런데 이번12월까지 자동계약 되었다고 12월까지 살고 나가야한다고, 12월까지 자동으로 계약되었다고 말합니다. (자동계약으로 6개월씩 계약이 되었다면서)저는 계약서를 쓴적이 없고 계약서에 싸인한적도 없는데 이게 맞는건가요?12월까지 월세를 계속 내야하는건가요 아니면 한달치 월세를 주고 나온다고 말을 해야하는건가요? 궁금합니다. 답변부탁드립니다.",만기일 기준 2~6개월전 해지 통보 안하면 자동연장됩니다. 묵시적갱신으로 2년. ​
월세,"부동산은 몇년간 기존에 했던 계약서를 유지,보관해야한다고 알고있습니다. 1월에 월세계약 만기된 계약자(임차인)이 월세 계약서가 필요해서 달라고 하면 부동산은 줘야하는 의무가 있나요?아니면 부동산측에서 안줘도 무방한건가요?제가(임차인) 계약서 사본이 너무 필요한데  부동산측에서 거절하면 받을 방법이 없나요?",임차인이 계약서를 달라고 하여도 교부할 의무가 발생되지 않습니다.
월세,궁금한게 있는데요 집계약 하고 첫입주할때 보증금.월세를 주고 다음달에 월세를 내잖아요한달도 안 살았는데 왜 첫 입주 때 월세를 내고다음달에 월세를 또 내는건지 갑자기 궁금 해서요첫 입주하고 한달됐을때 월세주면 되는거 아닌가 해서지식인에 글 남겨요,"월세 선불로 계약을 하셨나봅니다.​월세는 선불, 후불 이렇게 주인과 협의가능합니다."
월세,제가 임차인이고지금 세입자가 살고 있어요.계약은 1년입니다.이분이 곧 만기인데자기 지인이 그 뒤로 들어오고 싶다 했대요.계약서 부동산 통해 쓰면 중개 수수료를또 줘야하는데 1년 마다 수수료 주려니아까운게 솔직한 맘이거든요.그냥 당사자랑 이전 계약서 참고해서쓰면 안될지.. 궁금해서요!비용은 크지 않아요.보증금 1000에 월세 50이예요.,"요즘 하도 무서우니 돈 들더라도 중개사 끼세요자리톡에서 주인에 대한 이력 조회가 가능해요.'나중에 환급도 받으셔요.​              자리톡 월세환급 신청 쉽게 총정리 - 굿정보 자리톡 월세환급은 부동산 관련 무료 관리 플랫폼인 ""자리톡""을 통해 제공되는 서비스로, 임차인들이 월세 환급을 스마트폰을 이용하여 편리하게 처리할 수 있도록 도와줍니다. good-informer.com            ​"
월세,내일부터 월세집을 알아볼려고 부동산 다녀볼려고하는데요 집주변에 부동산이 너무 많거든요..부동산마다 매물이 다다를수 있나요? 아니면 다 같은 매물인가요발품팔아 모든 부동산에 방문하는게 맞을까요?경북지역이고 월세구할려는데 갑자기 궁금해서 질문남겨요!!,"다를 수도 있고, 공동중개 매물인 경우는 같을 수도 있는 것이지요."
월세,"오피스텔 월세는 500/45짜리 계약했는데 특약사항에 이런문구가 있어요.""임차인은 위 부동산에 존재하는 선순위 권리(근저당권, 임차권 등)으로 인하여 경매 등이 실행될 경우 임차보증금의 전부 또는 일부를 반환받지 못할 수도 있음을 확인한다.이런내용이 왜들어가냐고 하니까 요즘은 다 들어가는 내용이고 설명해줘야할 의무가 있다며 월세라서 크게 걱정 안하셔도 된다고 그러는데 문구 자체가 문제될경우 돈 안주겠다 이런거 같아서 신경쓰이는데괜찮은걸까요?",들어가지마세요 말도안되는 조항입니다
월세,궁금한게 있는데요 집계약 하고 첫입주할때 보증금.월세를 주고 다음달에 월세를 내잖아요한달도 안 살았는데 왜 첫 입주 때 월세를 내고다음달에 월세를 또 내는건지 갑자기 궁금 해서요첫 입주하고 한달됐을때 월세주면 되는거 아닌가 해서지식인에 글 남겨요,"월세 선불로 계약을 하셨나봅니다.​월세는 선불, 후불 이렇게 주인과 협의가능합니다."
월세,임차인이 속을 썩여서 1년 재계약에 특약을 넣어서 하려고하는데요. 임차인이 갖고있는 계약서가 원본이 아닌 복사본에 특약을 넣어도 효력이 있나요?,계약서를 작성하는 경우 원본 계약서에 변경된 계약조건을 기록해야 합니다. 사본인 경우 그 효력면에서 부인될 수도 있기 때문입니다.
월세,부동산 월세보증금 돌려줘야하는데 1계약서:  사업자로 임차를 했고 계약서도 사업자이고 월세도 사업자이름으로 들어왔는데현재 폐업했습니다만기가 와서 보증금 돌려줘야 하는데 세입자 실질 살던사람이 자기가 돈 넣은거라면서 본인한테 달라고하네요사업자 폐지기 어떻게 돌려주나요?,"사업자 폐지로 인해 보증금을 돌려주어야 하는 경우, 해당 보증금은 사업자의 개인 자산이 아닌 사업 자산으로 간주됩니다. 따라서, 보증금은 사업자 폐지 후에도 세입자에게 돌려주어야 합니다."
월세,월세 계약을 앞두고 있는데집주인이 부동산에 도장을 맡겨 놨으니 공인중개사가 집주인 없이 둘이서만 계약을 진행하자고 합니다대리인 계약이라면 위임장과 인감 증명서 같은 대리인 서류를 구비해 주셔야 계약 진행하겠다고 하니공인중개사가 저에게 다들 이렇게 진행하는데 아무것도 모르면서 인터넷만 보고 깐깐하게 굴지 말라며 이딴 식으로 굴면 임대인 기분 나빠서 계약해 주는 데 아무 데도 없을 거라고 합니다;계약을 위해 임대인 대면을 요청하는 것과 임대인 방문이 불가능하다면 대리인 서류를 요청하는 게 저 정도의 말을 들을 정도로 융통성 없는 행동인가요?모든 부동산에서 저렇게 계약을 체결하는 것이 당연한 문화인지 여쭙습니다일단 저는 자취를 여태 하면서 계약 때 집주인이 안 온 적이 없어서 당황스럽네요..,임대차계약을 체결하는 경우 최근 전세사기 등을 고려할 때 원칙대로 계약을 진행해야 합니다. 그러나 위임장 및 인감증명서 준비가 곤란한 경우 잔금일자까지 준비를 요구하거나 아니면 최소한 임대인에게 전화를 하여 신분확인후 임대차계약 위임여부를 확인하시고 모든 거래대금은 소유자 계좌로 입금하시는 것이 적절합니다.
월세,"월세 500/50 계약만료 22년 11월 29일 11월29일부터 부동산 통해 구두상계약으로 4월30일까지 연장하고 계약종료 후 나온 상황이나 현재 보증금 반환이 안되었습니다. 본 임대인은 여자분이나 남편으로 추정되는 분과 통화 했고,남편 왈 :사과와 양해는 커녕 한두달씩 구두연장해서 쓰는경우가 어딨냐 다른 임차인 들어올때까지 보증금 못 준다. (라는 헛소리를 하였습니다.)본인 : 계약은 부동산 통해서 임대인 허락하에 연장했던 것이고 나가기 한달 전부터 통보했다.위 같은 상황으로 현재 내용증명서 보내려고 하는데 전입신고 안되어도 가능한가요?? 추가로 임대인의 정확한 주소를 몰라 관리실에 내용증명 송부해도되는지요?  다른 좋은 방법있으지 알고싶습니다11","전세계약이 종료되면 집주인은 세입자에게 보증금 전액을 반환해주어야 할 의무가 있습니다. 전세보증금을 돌려주지 않는 집주인이 “새로운 세입자가 구해지면 보증금을 돌려주겠다.”고 이야기하는 경우가 많은데, 이는 법률상 근거가 없는 주장입니다. 전세만기에도 집주인이 보증금을 돌려주지 않으면 임차권등기명령, 전세보증금반환소송을 진행하셔야 합니다. "
월세,부동산 월세계약보증금 60만원입니다월세 49만원에 관리비 6만원이면부동산 끼고 계약시 복비는 얼마인가요?복비를 최대한 깎을 수 있나요?계약시에 계약금만 지불하나요 총 금액 지불하나요?,"금액은 협의사항이니​한도액에서 협의하면 됩니다.최대 중개보수(VAT 별도)174,500 원협의 / 상한요율0.5 % 중개보수는   범위 내에서 협의(단, 계산된 금액은 한도액을 초과할 수 없습니다."
월세,안녕하세요~ 제 명의로 된 아파트가 아니라 친척명의로 된 지방의 작은 아파트가 있는데 저보고 대신 관리좀 해달라고 월세내놓으라고 하셨는데 상황이 좀 어지러워서 질문남김니다.  1. 대리계약위임을 받고 부동산에 말은 해두었습니다2. 그런데 예전에 친척분이 사업을하다 빚을져 아파트까지 같이 묵여있다고 하더라구요 나중에 풀리긴하겠지만 몇년간은 팔지는 못할것같으니 계속 비워두기 아까우니 월세를 내놓으라고 하는데 월세내놓을 아파트 보증금을 제가 대신 책임져준다는 계약서에 내용첨부하면될까요? 3. 그리고 아파트명의는  친척분이름으로 되어있는데 보증금과 월세를 제 계좌로 받을수있는걸까요? 모든권리를 저한테 위임하긴 하셨는데 이렇게 해도 되는지 아니면 친척이름의 통장을 새로 만들어야할지 알고 싶습니다부동산쪽으로는 계속 찾아보고있지만 헷갈리는부분이 너무많아서요 상황도 약간 특이한 부분이라.. 도움주시면 감사드리겠습니다^^,"​대리계약위임서를 부동산에 제출하셨다는 말씀이시니, 일단 해당 부동산과 대리계약을 맺으셨다는 것으로 이해하겠습니다.​친척분의 아파트가 묵여있는 사정으로, 아파트를 팔지 못하고 일정 기간 비워둘 예정이라고 하셨으니, 월세 대신 보증금을 받아 두는 것은 가능합니다. 단, 이 경우 계약서에 해당 내용을 반드시 명시하여야 합니다. 대체로 보증금은 월세의 10-50% 정도의 비율로 받습니다. 계약서에 언급되는 보증금의 금액은 대개 월세의 50% 이상으로 책정됩니다. 보증금은 월세가 없는 달에 반환해야 하는데, 계약서에 보증금 반환 조건과 기간을 명시하시는 것이 좋습니다.​아파트명의가 친척분의 이름으로 되어 있으므로, 월세와 보증금을 제 계좌로 받을 수 있는지는 부동산과 계약을 맺을 때 명확히 해봐야 합니다. 계약서 상에 대리인으로 위임된 사람이 월세와 보증금을 받을 수 있다는 내용이 있을 경우, 대리인이 제공한 계좌로 입금이 가능할 것입니다. 이 경우, 대리인으로 위임받은 사람은 해당 계좌를 통해 월세와 보증금을 수령하게 됩니다."
월세,이사때문에 방을 알아보다가 마음에 드는 곳이 있어 부동산에 연락했더니 제가 말한 타입이 1개 있다고 보러 갔더니 갑자기 방이 계약이 되었다고 함.그래서 다른 타입 계약금 100 걸었는데 (이사 1달 넘게 남은상황) 다른사이트에 제가 본 타입이 같은 보증금 월세 이고 방 보여주셨어요.. 어떻게 해야 하나요!?,아무래도 미끼 상품인거 같은데요
월세,보증금 100만원에 월세 45만원입니다 매월 선불로 내고 있고2기이상 밀릴경우 퇴거조치예요처음 3월22일 밀려서 못내고있고 이번4월22일도 밀리면 방빼라는데선불인데도 맞나요??부동산에서 보증금이 100밖에 안돼서 3월 밀린거 45에 도배장판+중개수수료 등 대강 50정도 되니 나가야한대요,월세를 미납하면 보증금에서 정산하고 퇴거하라고 요구하게 되므로 부동산에서 하는 말이 맞습니다.
월세,전세 7000으로 살다가 월세 500/45로 전환하는데 복비를 28만원 달라고 하는데 맞나요?,전환은 중개가 아닙니다.  중개수수료 없습니다.​계약서 작성비 각각 10만원만 줍니다.
월세,"안녕하세요 요번에 수원 빌라에 월세로 이사를 가려하여 계약서까지 작성하고 8월에 이사를 가기러 하였는데요. 이미 복비까지 계산을 하였는데, 복비가 너무 많이 나온 것 같아 질문드립니다.보증금4000만원, 월세 42만원, 지정요율 0.6%로 계산되어 중개수수료: 492,000원, 수수료포함: 541,200원으로 계산 되었습니다.근데 알아보니5천~1억미만은 최대 지정요율 0.4% 한도액 30만원이라고 정해져있는 글들을 봐서 제가 사기?를 당한건지 그게 맞다면 더 낸 금액에 대하여 환불이 가능한지 여쭤봅니다","빌라 보증금4000만원, 월세 42만원,​최대 중개보수(VAT 별도)300,000 원협의 / 상한요율0.4 %거래금액 보증금 + (월세액 x 100)82,000,000 원중개보수는 [거래금액 X 상한효율] 범위 내에서 협의(단, 계산된 금액은 한도액을 초과할 수 없습니다."
월세,안녕하세요오피스텔 월세 계약을 하였는데 사진처럼계약서 상단에 부동산(아파트)월세 계약서라고 적혀있습니다회사에서 월세 지원받기 위해 계약서 사본 제출해야하는 상황인데 계약서 제목에 아파트가 써있으면 안된다고 해서요..계약서에 아파트 부분 바꿔서 재 제출 하라고 하시는데ㅠㅠ부동산에서는 처음에 물어봤을때 그냥 공통으로 쓰는 계약서라 문제없다고 했고 오피스텔인게 확실한데아파트 계약시에만 (아파트) 가 들어가나요..?용도에는 공동주택이라 써있습니다전문가님 답변부탁해요ㅜㅜ,새로  써달라고 합니다.​중개사가  생각 없이 쓰던대로 쓴 겁니다.
월세,2년 계약 만료가 다 되어 가서 집을 팔려 하는 데요알아보니 세입자가 원하면 2년 더 살 수 있더라구요 그걸 모르고 월세를 줘서 퇴거 증서 같은 건 없습니다.근데 이 세입자가 올해 1월부터 여태 월세를 한번도 지불 하지 않았고 전화도 안 받고 문자만 간간히 했는 데요 제가 알아 본 봐로는 원래 월세 3개월인가 5개월인가 안 내면 퇴거가 가능 하다고 들었습니다. 계약 만료는 이제 12월 중인데 보증금 2000에 월세 80이라 올해 12월 까지 월세를 보증금으로 다 받을 수 있는 상황이라 그려러니 하고 있었는 데요 이제 집을 팔 시기가 된거 같아 세입자에게 연락 하려 하는 데 지금 이 상황에서 세입자가 2년 연장 옵션 발동 될수 있나요? 혹여나 세입자도 모르고 있다가 월세를 한꺼번에 지불하고 2년 연장 옵션을 한다고 하면 그대로 해줘야 할까요?,임차인이 2개월분의 차임 연체가 있다면 계약 갱신 요구를 거절할 수 있습니다.​
월세,혹시 월세 명의변경할때 본인이 연락을 할수가 없는 상태인데 엄마나 아빠가 대신해서 명의를 변경할수있나요??,이대차 계약의 당사자인 임차인이 동의를 한다면 임대인과 협의를 하여 변경을 할 수도 있지요.
월세,1.5룸 월세보증금:300/월세:50(관리비포함)입니다. 실제는 월세:45 관리비:5입니다계산부탁드려요.,"월세 45만원 X 70 = 3,150만원+ 보증금 300만원---------------------------------------3,450만원 X 0.5%(요율) 중개수수료는 172,500원 입니다."
월세,"안녕하세요.제 월세 계약이 ~23년 1월 14일로 1년 계약 입니다.이후 방을 다른 분이 계약했는데 새로운 임차인 이사 날이 1월 15일 이라고 합니다.부동산에서 연락이 와서 1일치 금액을 기존 세입자인 제가 내야한다고 하는데, 논리적으로 납득이 안돼서 문의드립니다.저의 계약은 만료가 되었고, 14일로 집계약을 구하지못한 주인 또는 부동산의 이슈인데, 제가 내야 하나요? 법적으로 있나요..?","중개인이 미친놈이지요,님이 15일에 나가야 겠디고 사정을 하는 입장이라면 옳은 얘기지만 님은 14일에 나가면서 보증금 반환청구를 해야 하는 사람인데 늦게 나가는 것을 님이 부탁했다면 님이 부담을 하고 그런 부탁이 없었다면 임대인이 부담을 하는 것이지요.그리고 님은 1일치의 지연배상금을 청구 할 수가 있지요."
월세,3천에 110으로 작년8월에 1년 계약하고 들어왔습니다.(주거형 전입완료)이사한지 6개월 후에 자기 세금이 많이 나온다며 보증금 올리고세를 낮취달라하여 5천에90으로 합의보고 다시 재 계약했습니다. 처음부터 5천에 90. 이었던것처럼 하자며 6개월간 보낸 20 계산해서 돌려받고 보증금 2천은 보냈습니다.근데 문제는 지금 1년이 지난 (재계약은6개월이지만 서류는 1년으로 고침 부동산에서)이 시점에서 갑자기 문자로계약을 유지할거나며. 예전처럼 3천에 110으로할건지 5천으로 할거냐 묻더군요전 당연히 지금상황 유지하자했구요그랫더니 갑자기. 알겠다며 5프로 인상분 이야기해서 부동산에 이야기하겠다는거예요그래서 월세를5 프로 인상하실거냐 물으니까자기는 원래부터 그래왓다며 당연하다는식이내요저는15년동안 자취했어도 이런경운 첨이다 햇더니자긴 항상 5프로씩 인상해왔대요당연하다는듯 이야기하길래그럼 1년마다 계속 5브로씩 인상할계획이냐 물었더니 그렇다내요이경우에 제가 주인이 해달라는데로 인상해줘야하나요?,"부동산과의 계약 상황에 대해 이해하였습니다. 월세 인상에 대한 문제로 인해 혼란스러우셨을 것으로 생각됩니다. 하지만, 저는 이므로 직접적인 답변을 드릴 수는 없습니다. 이러한 상황에서는 법적인 조언을 받는 것이 가장 좋습니다."
월세,"제가 이번년도 8월부터 시작해서 회사가 바빠지는 관계로 서울에 월세방을 얻었는데요 계약서를 작성하고 있는데 제가 일특성상 방을 금방뺄수도 있어서 중도퇴실을 할수 있다고이야기를 한상태고 현재 직장이 이직처리가 되어서 방을 주말에 정리하고 본가로 내려와있습니다.그리고 여기 집주인분이 월세 건물들이 많아서 직접 연락은 안되고 부동산을 통해서만 연락이 되더라구요.1. 계약서에 만기전 퇴실시 다음 세입자가 구해지기 전까지 월세 및 공용관리비및 수수료를 내야하는    항목이 있어서 이건 너무 부당한거 같다 하니깐 그때 부동산 분께서는 이건 형식적으로 넣어놓은 거라서   만약에 계약기간을 다 채우지 않고 나가게 되면 수수료만 내면 된다고 해서 계약서 내용을    변경안했는데요 혹시 이부분에서 문제가 생길까요??2. 통상적으로 보증금은 집을 빼게되면은 바로 받는게 맞지 않나요..?    근데 여기는 다음 세입자가 들어와야지 준다고 하는데, 왠지 다음 세입자가 들어오기 전까지 관리비랑   월세 등등을 요구하지 않을까하는 생각이 드는데","부동산 월세계약 질문이요​​계약기간이 있는 이유는​계약기간 만기 까지 임대인은 전세, 월세를 받을 권리가 있고​​보증금 반환의 의무가 없으며​임차인은 거주를 할 권리가 있습니다. 하지만 계약기간 만기 전 퇴실은임대인이 중도퇴실에 대해 동의하고기존임차인이 새로운 세입자구하고 중개수수료까지 부담하면 가능합니다.​ 아니면 계약기간동안 월세, 전세, 관리비 내면서 지내야 되구요빨리 보증금 반환 받고 싶으면 여러 부동산에 의뢰하고 새로운 세입자 빨리 구하는게 제일 좋습니다."
월세,"안녕하세요 요번에 수원 빌라에 월세로 이사를 가려하여 계약서까지 작성하고 8월에 이사를 가기러 하였는데요. 이미 복비까지 계산을 하였는데, 복비가 너무 많이 나온 것 같아 질문드립니다.보증금4000만원, 월세 42만원, 지정요율 0.6%로 계산되어 중개수수료: 492,000원, 수수료포함: 541,200원으로 계산 되었습니다.근데 알아보니5천~1억미만은 최대 지정요율 0.4% 한도액 30만원이라고 정해져있는 글들을 봐서 제가 사기?를 당한건지 그게 맞다면 더 낸 금액에 대하여 환불이 가능한지 여쭤봅니다","빌라 보증금4000만원, 월세 42만원,​최대 중개보수(VAT 별도)300,000 원협의 / 상한요율0.4 %거래금액 보증금 + (월세액 x 100)82,000,000 원중개보수는 [거래금액 X 상한효율] 범위 내에서 협의(단, 계산된 금액은 한도액을 초과할 수 없습니다."
