,구분,질문,답변
208,팁,"투자를 어떻게 해야할지 궁금해서 일단 막연하게전문가분들에게 질문드려요지방에서 거주중입니다월 고정지출은 월세,차량보험비,휴대폰비용,관리비,인터넷 요금, 전기/가스요금 등등 다양하게 다 넣은거여서 순수하게 저거로 사용 가능할것같아요","부동산 투자의 경우 기본적으로 목돈 마련이 필수적입니다. 따라서 월 가용현금중에 50%이상은 저축으로 목돈을 마련하고 나머지 금액은 투자자산(주식,펀드,코인)등에 투자하시기 바랍니다"
209,팁,"주말동안 생각하시다가 월요일에 계약 취소를 하였는데요.1. 3일 고민끝에 취소하였을 경우 한푼도 돌려받지 못하나요?2. 매도자가 1000만원 수익을 낸건데, 매도자와 합의해서 받아낼 수 있는 방법이 있을까요?3. 매도자와 합의가 되지 않을 경우, 부모님이 주식으로 수익을 내고 계시는데, 주식 양도세 납부시 혜택받을 수 있는 방법도 있을지 여쭤봅니다.",1. 네 원칙적으로 불가합니다.2. 세금 계산서 발행을 요구할 수가 있을 뿐입니다.3. 불가합니다.
210,팁,안녕하세요. 요즘 새마을금고가 핫한것 같은데요. 문제가 부동산pf 부실관리 문제로 계속해서 핫이슈인것 같은데 부동산pf라는게 정확하게 어떤걸 말하는건가요?,부동산 PF(Project Financing)란 프로젝트의 사업성과 미래 가치를 담보로 건축자금을 미리 대출해주는 투자 상품을 말합니다.
211,팁,아파트나 주택을 형제들과 공동명의로 보유시 재산세나 기타 세금들은 어떻게 계산되는건가요?부동산 전체금액에서 나눠 부가되는건가요?아니면 내가 가진만큼만 부가되는건가요?,"재산세는 주택에 대해서 산정하여 부과하면, 해당 주택의 지분에 따라 분배되어 청구됩니다. 두 분이 50%를 보유한 공동명의라면 두분이  절반씩 내시는 것으로 보시면 되고 단독명의와 세금자체에서는 차이가 없습니다,공동명의의 장점은 고가주택의 경우 공동명의로 할 경우 종부세 대상에서 배제될수 있는 가능성이 있다는 점과 양도소득세 산출시 기본공제가 중복으로 된다는 것이 장점입니다.  만약 부부사이고 1주택 , 고가주택이 아니라면 사실상 세금헤택은 적습니다."
212,팁,부동산경매를 배우고 싶은데 학원을 다닐 형편이 안됩니다.참고 할만한 책자나 강의는 어떤것을 보면 좋을까요? 아니면 다른 효과적인 방법을 알고 있으면 조언바랍니다.,"경매의 경우 사실 기본적인 권리권계나 절차등에 공부가 우선되어야 합니다, 해당 부분은 경매관련 서적중 경매권리분석 중심으로 되어 있는 책자를 골라 읽어보시는게 좋습니다. 법적 용어이므로 익숙하지 않은 만큼 최초 선택시 가장 쉽게 용어설명 위주로 나온 책자를 선택하시면 도움이될듯 보입니다."
213,팁,우리는 통상적으로 부동산 경매는 위험하다고 생각합니다.부동산 경매는 국가에서 일일이 확인을 거처 거래 가능한 물건만 올려 허위매물이 없나요?,허위매물은 없지만 권리관계가 매우 복잡한 물건들은 많습니다.그래서 경매 낙찰 후 보증금을 포기하면서까지 낙찰을 포기하는 경우도 있고요.
214,팁,부동산을 매수하려 하느는데 가계약만 한상태고 아직 정식 계약전입니다.1. 본계약이후 잔금일 전까지 혹시라도 부동산 시세가 올라서 매도인이 계약취소하고 더올려서 받고싶은 마음이 들수도 있다고 생각합니다. 이렇게되면 저도 현재 전세를 살고있는 입장이라 집주인에게 말해서 집을 나간다고 하고 새로 들어올사람이 생기게 되는데요 혹시라도  매도인이 변심할경우 연쇄 대형사고가 발생하게됩니다..ㅠ이것을 방지하기위한  ``매도인은 계약은 취소할수없고 취소하게될시 매수인의 계약금을 즉시 반환하고 매수인 얼마얼마를 위약금으로 지불한다 ``  이런성격의 특약 문구좀 가르쳐주세요 ㅜ2. 매수하려는집에 은행에서 근저당 잡힌 금액이 많습니다  매매가액의 80%정도 되는거같은데잔금일까지  매도인이 안갚게될경우 법으로 제가 갚아야하게되는걸까요??이런 불상사가 생기지않기위해`매도인은 잔금일전까지 은행대출을 모두 상환해야하고 그러지않을시 매수인에게 무슨무슨 손해배상을 해야하고 계약은 무효된다`  이런성격의 특약 문구좀 가 르쳐주세요 ㅠ3. 그리고 마지막으로 집에 혹시라도 저희에게 고지안한 중대하자나 이런게 있을수도 있으니이것 관련한 특약문구와  집을보니  인터폰 조작패드 패드쪽이 망가진거같던데 원상복구 해놓고 나가라는 성격의 특약 문구까지 부탁드리겠습니다 전문가님 ^^ ㅠㅠ,"1. 특약없이도 민법에 따라 구두 협의, 계약서작성 모두 법적계약효력이 있으므로 일방적인 해지는 계약금 배액상환하여야만 가능합니다. 즉 1과 같은 사유로 쉽게 해제하지 못하므로 특약에 무리하게 넣을 필요가 없습니다 ,2.근저당이 있다고 본인이 갚아야하는 상황은 절대 발생되지 않습니다. 채무자가 본인이 아닌데 본인에게 돌려달라고 할 근거가 없습니다. 다만 문제는 경매등으로 인해 내가 낸 보증금을 날릴수 있으므로  특약에 반드시 ""잔금일에 기존 근저당을 말소한다, 말소가 되지 않을 경우 즉시 계약은 해지되고 그에 따른 손해배상책임을 임대인이 부담한다"" 라는 조항을 넣으면 됩니다.3. 이러한 모든 부분을 명시할수는 없습니다. 보통 입주시에 자세히 확인을 다 해보시고 문제가되는 부분을 다 찍어두시고 하자가 있을 경우 바로 임대인에게 통보하고 수리를 요구하시면 원상복구시 본인과실이 없는 부분에 대해서는 책임을 피할수 있습니다."
215,팁,부동산을 지금 매수하는게 좋을지모르겠네요아니면 청약을 해서 분양을 받는게좋을지청약도 좋은게 당첨이 되면 좋은데당첨될 확율이 낮아서고민이되네요?,"해당 부분을 명확히 답변할수 있는 전문가는 없습니다, 그리고 청약을 통한 매매와 구축매매 역시 장단점이 존재하기 때문에 본인선택에 따라 결정하셔야 되는 부분입니다.구입시기에 대해서는 의견이 다양하지만 아직까지는 부동산 시장 요인들이 불안전한 상태이므로 시기만 놓고 보면 적절해 보이지는 않는다는게 개인적 판단입니다."
216,팁,"할아버지 돌아가신지 30여년 되었는데 할아버지 호적상으로 고모님이 계셨고, 고모님은 결혼 후 아이를 낳다가 사망한 것으로 알고 있습니다. 그 후 고모부님과 연락이 끊어졌는데, 할아버지 유산 상속을 하려고하니, 고모님의 아들이 확인되어 상속이 좀 막연한 상황입니다. 부동산 상속자인 고모님의 아들 어떻게 찾을 수 있을까요?",상속권자를 찾기 위해서는 할아버지 재적등본을 통해서 확인해야 하고 주소를 잘모르는 경우 소송을 통해서 진행해야 합니다.
217,팁,"부동산에 요즘 관심이 많아져 부동산 실거래 가격을 확인하고 싶은데, 홈페이지가 여러군데 있는데, 어디가 괜찮은지 추천 부탁드려요",공식적인 사이트는 국토교통부 실거래 조회 사이트입니다.http://rt.molit.go.kr/다른 플랫폼들은 다 여기서 자료를 따오는 방식입니다.
218,팁,부동산 대출의 상환방법이 여러종류가 있다고 하던데 어떤것들이 있나요? 그리고 상환방법별로 각각의 장단점들이 어떤지 궁금하네요,"대출금 상환방식은 크게 4가지 있으나 대표적인게 원금균등분할과 원리금균등분할상환입니다. 원금 균등상환의 경우 대출원금을 대출기간으로 나누어 원금+이자로 내는 것으로 매월 원금이 내려가 이자가 변동되기에 월 납입금액이 낮아지는 구조입니다, 다만 월부담금액이 커 상환에 부담이 될수 있습니다. 원리금 균등상환의 경우 매월 납입금액은 같은나, 대출기간 전체로 볼때 초기에는 같은 원리금 중 이자비율이 높고 점차 낮아지게 되고 원금 상환비율은 초기 매우낮으나, 점차 올라가게 됩니다, 월납입금액이 동일하기 떄문에 자금 운영 계획을 세우는데 이점이 있습니다."
219,팁,요즘 대출관련 규제들이 조금씩 풀리고 있는거 같은데 부동산 대출 받을때 심사기준이 어떤것들이 있고 무엇을 준비해야 하는지  궁금하네요,"부동산 관련 대출규제는 대표적으로 LTV, DTI. DSR이 있습니다. 해당 규제들은 주택가격, 소득대비 상환능력을 고려하여 대출 한도를 결정하는 규제 입니다. 각각의 요인을 적용해 산출되는 한도금액 중 가장 낮은 것을 기준으로 대출을 실행하게 됩니다."
220,팁,부동산투자에는 여러 위험이 있는것으로 알고 있는데 이 위험을 통제하기 위한 방법에는 어떤것들이 있고 그 내용이 어떻게 되는지 궁금하네요,"부동산학개론 상 이론적 내용을 위험관리 방법에는 위험의 전가, 위험의 보유, 위험의 회피, 위험의 통제가 있습니다. 위험의 전가는 타인에게 경제적 부담과 책임을 제3자에게 이전하는 것을 말하며, 위험의 보유는 스스로 부담하는 방법, 위험의 회피는 부적격 부동산 자산을 투자안에세 제외하여 손실 가능성을 원칙적으로 회피하는것을 말하고 위험의 통제는 손실의 발생횟수나 발생규모를 줄이려는 방법을 말합니다."
221,팁,정확히는 아파트와 같은 주거용 부동산 투자를 배워보고 싶은 부린이입니다.헌데 어디서부터 시작해야할지 좋은 부동산은 어떤 물건을 말하는 것인지 갈피를 잡기가 어렵네요.당장은 어렵겠지만 부동산 투자 고수님들께서 가장 중요하게 생각하는 요소 한두가지씩과 이유를 설명해주시면 감사히 보고 익혀볼까 합니다. 부탁드립니다^^,부동산 중에 아파트 투자는 RR 로 투자하는게 좋습니다.R로얄동에 R로얄층 즉 같은 아파트 단지라도 좀 더 좋은 단지에 그리고 20층 기준 15층 이상을 로얄층이라고 합니다.그리고 입지가 중요합니다. 역세권/상권/학교 등 여러가지를 종합해서 살기 좋은 곳이 아파트는 비싸고 또한 거래도 잘되고수익도 좋습니다.수많은 방법이 있지만 그래도 기본적인것만 몇가지 말했습니다.
222,팁,일단 내년 3월에 전세가 종료되어 더 이상 연장 의사가 없음을 집주인에게 연락 하였습니다 근데 집주인이 빨리 처리할 의사가 없어 저희측에서 일찍거래를 위해서 저희측에서도 따로 중개사 분을 만나 광고를 하려고하는데 이 부분에서 부동산 위임장이 필요한가요? 그리고 만약 다른 세입자와 계약이 되면 현제 제가 해외에 있는데 처음 계약했던 계좌로 전세금 지급받을뿐인데 거기에 관해서도 부동산 위임장이 필요한지 궁금합니다.정리하지면1.지인이 대신 부동산 광고를 올려주는것에 대한 부동산 위임장이 필요하는지?2.만약 새로운 세입자가 구해져서 초기에 적어놓은 당사자의 계좌로 전세금만 지급받으면 되는데 그것에 관해서도 부동산 위임장이 필요한가 입니다,"1. 본인 부동산 매물을 등록하는것 자체는 문제가 없으나, 계약은 임대인과 진행하여야 하기에 임대인 동의없이 진행하기에는 무리가 있어보입니다, 그리고 실제 임차인을 구하는 조건도 임대인 선택사항이므로 현재 조건과 동일하게 사람을 구할지는 임대인에게 문의하셔야 합니다. 그리고 위임장은 필요없습니다2. 임대차 계약은 임대인과 새로운 임차인이 당사자 입니다. 부동산 위임장하고는 관계없습니다, 계약당자사 의사도 없이 계약자체가 불가합니다."
223,팁,"계약기간 6월 1일이고, 계약 종료일 12월 31일인 토지 임대계약을 한 법인 사업체입니다.이번 2분기 부가세 신고 하면서 6월분에 대한 간주임대료를 신고 하려고 '부동산임대공급가액명세서' 작성 했는데요, 자동으로 퇴거일이 6월31일로 입력 됩니다.실제 퇴거일이 12월 31일인데 상관 없는지 궁금합니다.","퇴거일이 6월 31일로 기재되어 있는 경우에도 세액에 영향은 없으나,  해당 과세기간 내 퇴거가 이루어지지 않은 경우에는 퇴거일을 공란으로 두는 것이 맞습니다."
224,팁,부동산계약시 중개사없이 거래했을시 차후 문제가 될만한 내용이 무엇일까요?부동산중개료 아낀다는것은 알지만 뭔가 걱정이 되네요,"집에 대한 권리적인 내용, 집의 상태에 대한 내용을 아무래도 직접 다 챙겨야 겠죠.그런것들을 잘 챙길 수 있으면 직거래도 좋습니다."
225,팁,"안녕하세요? 앞뒤사정 거두절미하고 (너무 길어짐) 부동산 취득신고에 문제가 생겨 제 앞으로 부동산 과태료가 2천만원에 나왔고 달마다 안내면 가산세가 60만원씩 붙고 있습니다. 헌데, 제가 지금 신용불량자 상태이며 월수입도 많지 않고 재산도 없어 한번에 완납할 수가 없는 상황입니다. 과태료 금액을 좀 내리거나 분할 납입할 수도 있나요?",개인간 경제적인 사유로 인해서 과태료를 면제하는 것은 불가능합니다. 정확한 사항은 관할 지자체에 문의하셔서 답변받는 것이 적절해보입니다.
226,팁,안녕하세요. 부동산에 관심이 많은 부린이입니다.제목 그대로 권리분석이라는 말이 있던데 정확히 어떤건지 궁금합니다.쉽게 설명해주시면 감사하겠습니다.,"부동산거래를 하려면 대상 부동산의 권리 등에 하자가 있는지 여부가 궁금하나, 그것이 아주 복잡하고 전문적인 일이어서 거래 당사자가 완전하게 분석하는 것은 어려운 일입니다. 이러한 분석을 하는 이유는 간단하게 파악하기 어려운 부동산등기의 소유권 및 각종 권리관계의 결함을 발견하여 부동산과 관련된 사고를 미리 예방하기 위해서 입니다.*부동산등기부의 부동산의 물건을 표시한 내용으로 소재지, 면적, 동 호수 등, 그 부동산의 소유권 및 지상권,지역권,전세권,저당권, 임차권 등의 설정과 그 변동가등기, 압류등기,가압류등기,가처분등기 등에 관한 사항,*토지대장의 토지의 소재지, 지번, 지목, 면적, 소유자, 공유 여부, 공유 지분, 공유자, 대지권 등기 여부, 대지권 비율, 소유자 등에 관한 사항이 있으며,*건축물대장은 건축물의 면적, 구조, 용도, 층수, 부소건축물의 현황 등에 관한 사항, 위반건축물 등재 여부*토지이용계획확인원에서는 해당 지역의 토지 이용, 도시계획 시설 결정 여부 및 규제 등에 관한 사항이 있습니다.위와 같은 상황들을 파악하기 위한 종합적인 검토를 권리분석이라 합니다."
227,팁,부동산 매매에 따른  소유권의 등기명의인이 등기의무자로서 등기를 신청하는 경우  매도인이 제출하여야  할  인감증명의 유효기간은  어떻게  되는가요.,"등기신청서에 첨부하는 인감증명, 법인등기사항증명서, 주민등록표등본·초본, 가족관계등록사항별증명서 및 건축물대장·토지대장·임야대장 등본은 발행일부터 3개월 이내의 것이어야 합니다."
228,팁,"갑과 을이 자기가 가지고 있는 토지를 교환하는 경우에 취득세를 납부하는 취득가격은  시세인지,시가표준액인지,아니면 다른 가격이 있는가요.","본인이 토지를 실제 취득하는데에 지출한 가격이 취득당시의 가액이 되는 것입니다. 즉 본인이 을의 토지를 취득하는데에 본인 토지를 지불하였으므로 본인 토지의 가액이 취득가액이 되는 것입니다. 토지의 경우, 사실상 매매가격이 없으므로 공시가격을 취득가액으로 하시면 됩니다. 자세한 사항은 관할 지자체에 문의를 해보시면 됩니다."
229,팁,"안녕하세요,요즘 수도권에서 신고가로 계약된 아파트들의 등기 내역을 대법원 등기정보광장에서 조회시 나오지 않는 경우가 있다고 합니다. 이러한 경우는 어떤 사례  혹은 예시를 들어서 추측이 가능할까요?","집값 띄우기로 불리는 부동산 시세조작이 부동산 시장을 교란하고 있는 것으로 보입니다. 거래가 잠잠하거나 시세가 보합을 보이는 상황에서 최고가 거래를 띄운 뒤 몇 달 뒤에 계약을 해제하는 방식으로 사실상 정상적인 거래를 방해하는 것입니다. 가격이 오른 줄 알고 계약을 체결했다가 자칫 고점에서 물리는 실수요자가 발생할 수도 있습니다. 이 같은 허위 거래는 매수인이 계약 후 실거래가 신고는 하되, 부동산 소유권 이전 등기는 하지 않는 특징을 보입니다.  실거래가신고제도로 인해 계약서 작성 후 30일 이내 실거래신고를 해야 된다는 점을 이용한 겁니다."
230,팁,"안녕하세요최근 부동산 시세 조작 의혹과 관련하여,부동산 계약 후 계약 해지가 시장에 혼란이 있을 수 있다고 했는데요..이런게 실제로 가능한가요? 그리고 이러한 계약은 네이버 부동산 등에 어떻게 시세반영이 되어 있는건지 궁금합니다.","사인간의 계약 즉, 개인과 개인간의 계약관계는 두 당사자간 합의를 우선하기 때문에 계약을 하고 난 뒤 해지 또한 가능합니다. 그리고 계약일로부터 60일내 부동산거래신고의무가 있자만 계약일과 잔금일 간의 공백을 길게한 뒤 신고후 계약해지를 진행할수 있는 여지가 있습니다. 말그대로 계약이 해제되면 실거래가에서는 해당 계약이 해지되었다고 뜨지만, 거래금액은 남아있기에 시세조작이 가능한 여지가 있어 최근 개정을 통해 신고후 해지시 해당 내역을 삭제하는 조항을 추가한 것으로 알고 있습니다."
231,팁,부동산으로 5억정도 하는 밭이 있는데 이걸 판매하려고 합니다.부동산을 양도하고 나면 세금이 이래저래 나온다는데 대충 얼마정도 나올까요..?,"양도소득세는 기본적으로 양도차익(양도가액-취득가액-필요경비 등)에 대해 과세하는 것입니다.따라서, 대략의 양도소득세를 산출하려면 최소한 취득가액과 보유기간, 비사업용토지의 판단 등이 필요합니다."
232,팁,부동산 재개발하면  예전에 내가 15평에 살고 있었는데재개발해서 28평으로 늘린다면 기존살고 있는 사람들은 어떻게  되는건가요? 28-15=13평 값을 더 지불 하고 들어가야 하는건지 이니면 그냥 분양 받고 들어가 살수 있는지 전문가님들의 의견이 궁금 합니다?,"재개발 개발방식에 따라 다릅니다. 만약 환지로 진행하게 된다면 기존 원주민들에게는 입주권이 부여되고 본인이 선택한 평수와 기존소유주택 가치에 따라 차익을 분담금으로 내게 됩니다. 다만 일반분양에 비해 저렴하게 입주가 가능합니다, 재건축의 경우도 분담금이 있기 때문에 사실상 그 차익만큼은 지급하고 입주하게 됩니다,"
233,팁,"뉴스를 보니까 서울 부동산 가격이 보합에 그쳤다는데,그럼 전국 부동산 가격이 앞으로 좀 오를 가능성이 엤을까요?전문가들의 의견이 궁금합니다!",현재 많은 전문가들이 내년 초에 금리인하를 예상하고 있습니다.따라서 금리가 인하될 시에 부동산경기가 회복될 것으로 보입니다.
234,팁,부동산 임장을 나가서 꼭 살펴봐야 할 것들에 대해 간단하게 요약해주세요. 예를 들면 주변 지형을 살펴야 한다든지 인프라가 어떤지 등이요,"임장 목적에 따라 중요도가 다릅니다. 임장시 기본적인 확인은 해당 매물의 입지 (교통, 학군, 인프라)등일 될 것이고, 내부적인 확인으로는 현 매물의 지역내 인지도, 관리현황, 관리비용등을 두루 확인하셔야 합니다. 여기에 경매 낙찰 목적이라면 현 점유자확인, 관리비 미납여부, 해당 아파트내 경매물권에 대한 조사등이 있을수 있습니다"
235,팁,"좀 어처구니 없는 상황이라서, 어떻해 해야할지..법적으로 제가 책임을 지거나 역전세 비용을 줘야 하나요??녹취록도 있고 이것도 그 전세세입자에게 주었습니다.상황은 학군이 좋은 동네 목동저는 복층 빌라 임대인이고, 전세 세입자 3억7천9월 20일정도 만기,5월정도에 부동산 통해서 연락이 왔습니다. 공시시가 2억2000, 떨어졌고, 공시시가 대비 120%만 전세보증금 보증이기 때문에, 2억 6천이여야 한다.그래서 1억을 돌려주던지 역전세비용 1개월당 5%이자 약 40만원 달라고 했습니다.저 왈, 그럼 일단 2억 7천에 반전세 구하던지, 3억7천에 전세 세입자를 변경 하자 했습니다. 2달동안 찾아보고 안되면 지불하는 것으로 통화를 했습니다그리고 5분뒤 다시 전화가 와서 전세 세입자도 광명시 아파트에 1억 역전세라서 1억 대출 받아서 주어여 합니다. 그래서 저보고 계약에 확답이 필요 하다고 했습니다. 2년이 아닌 2년 6개월 이야기 하면서 저보고 역전세 비용을 주라고 했습니다계약 왈 부동산 신규 세입자 찾아보기 어려울 것 같습니다. 저는 그냥 역전세 계약 하시죠~~ 네 알겠습니다. 역전세 이자 얼마라구요?? 월 40이요? 2년보다 2년 5개월 살고 싶으시데요. 그럼 일단 2년하고 추후 연장하는 것으로통화 종료 했습니다.2일 뒤 제가 신규 전세 세입자 3억7천 방을 보러 간다고연락 했습니다. 아침부터그런데 계속 거주하겠다고 거절 하더군요.(아이 고등1학년이니 2년 후 3학년 2월 졸업식까지죠)그래서 저는 내용증명 보냈습니다. 내가 결정 내린 건 2달동안 신규 세입자 못찾아서 전세세입자를 바꾸지 못하면 임차인에게 월40준다 였다. 당신이 방을 보여주지 않으면 내가 전세비용 돌려줄 수 없고, 통화내용은 내가 명백히 2달 찾아보고 해준다 했다.전세 세입자 내용증명 보냈습니다. 민법 어디 어디 위반하는 것이다.증거는 내 녹취록이다.. 그래서 2년동안 월 40달라이렇게 하더군요..이거 내가 역전세를 줘야 하나요? 저는 어처구니 없어서 묻습니다.법적 책임이 있고? 피해를 준 것인가요?내가 전세비용을 준다고 하는데 왜 나한테 역전세 월세비용을 달라고 할 수 있는지 모르겠네요","주택임대차보호법 상 임차인의 계약갱신 시 임대인이 거절 할 수 있는 사유 대표적으로 임대인 본인이 거주하는 경우, 임차인과 협의 하는경우 등이 있습니다. (다른 사유는 위 질문에 해당 되지 않음)임차인이 계약갱신요구권을 행사했고, 전세시세가 하락 했기에 보증금 2억7천만원으로 하고1.1억원 정도를 은행에 반환하여 계약갱신2.1억원에 대한 이자를 임차인에게 매월 지급하여 계약갱신3.임차인과 협의하여 계약갱신을 하지 않으면 됩니다. 이 경우 임자인에게 적절한 보상을 해야 할 수도 있습니다."
236,팁,부동산 재계약시 월세를 5%까지만올릴수 있는걸로 알고있어요그러면 임대보증금이 천만원이라고 하면보증금은 월세 인상에 반영이안되는건가요?,"보증금도 5% 이내에서 협의 후 인상 가능합니다.보증금을 동결한다면 환산월차임 (환산보증금) 때문에  월세를 5% 보다 더 인상 할순 있습니다.환산월차임 (환산보증금) = (월세 x 전월세 전환율 ) + 보증금 입니다.전월세 전환율 5.5% 적용 가정하에 ,보증금 1억에 월세 20만원이라면 인상시 1억500만원에 21만원으로 올릴수 있습니다.보증금 1억을 동결하고 월세만 올린다면  1억에  232,917원 이내에서 협의후 인상 가능합니다.참고로 전월세 전환율은 연 10% 또는 한국은행 기준금리 + 2% 금액중에 낮은 비율을 적용합니다."
237,팁,"오래전 부동산 매매 또는 임대차 계약을 함에 있어서 공인중개사의 중개 계약이 아닌 매매인 또는 임대차인 쌍방간에 계약도 유효하다는 답변을 들었습니다만, 이 경우에1) 계약서 양식은 공인중개사가 사용하는 계약서 내용에 준해야 하는지요?2) 기본적인 내용(물건 소재지.쌍방간인적사항.물건규모.금액.기간 등)만 포함되는 정도로 임의양식을 만들어 계약해도 되는지요?","1)네 공인중개사의 중개계약이 아닌 쌍방간에 계약도 유효합니다.주택임대사업자 등록된 임대인이라면 법정서식인 7장짜리 표준임대차계약서 양식을 사용하셔야 하겠지만,그 외라면 달리 전해진 양식은 없고 시중 마트에서 임대차 또는 매매계약서 양식을 구하셔서 작성하셔도 무방합니다.다만, 전세보증금반환보증보험에 가입하실때는 제출서류중 하나가 확정일자 확인이 된 공인중개사 날인이 찍힌 계약서 사본을 요구하니 참고 하시고요.2) 네 그렇습니다. 우리 계약은 낙성 불요식 입니다. 청약과 승낙이 있으면 되고 특정한 요식에 의하지 않고 명시계약이나 묵시 계약으로도 계약의 성립되는 것을 의미합니다. 빈 A4 용지에 임의양식으로 만드셔서 계약하셔도 됩니다."
238,팁,안녕하세요.현재는 부동산 트렌드가 선분양이잖아요. 근데 최근 gs건설 사태 이후 후분양을 해야하는 것 아니냐는 여론이 강해지고 있는 상황인데 만약에 부동산 청약 트렌드가 후분양이 된다면 어떤 파급효과가 있을가요?,"선분양이 트렌드라서 그런게 아니라 건설자금 및 분양가등으로 우리나라에서 선분양이 정착하게 된 것입니다.선분양은 후분양에 비해 장점은 건축 후 시세반영이 온전히 되지 않기에 분양가가 낮은편입니다. 즉, 후분양으로 전환하게 되면, 건설사는 건설자금을 모두 확보하여 건설을 진행하기 때문에 중소형 건설사는 사실상 건축이 어려워 질수 있는 단점이 있는 반면, 분양자 입장에서는 분양 계약시 실물을 보고 계약을 할수 있고 입주가 빠르다는 장점이 있습니다. 다만, 분양가가 건축후 지가 상승분까지 포함되기 때문에 분양가가 높고 사실상 로또분양등은 사라질 가능성이 높습니다."
239,팁,입지 관련해서 알아보다가 허프의 이론이 있다는데 이 이론이 무엇인가요?입지를 선정할때 허프의 이론이 어떻게 사용되는지 궁금합니다,"간단하게 설명하면 허프의 확률모형은 점포 매출애과 상권의 크기를 확률적 모형으로 설명한 이론으로 가장 중요한 것은 마찰계수이며, 이는 교통편이 열악 할수록 커지게 됩니다.예로 상권이 전문품(명품,자동차)의 경우 마찰계수는 작아지게되는데 이는 곧 먼곳에서도 구매하러 온다는 것입니다."
240,팁,부동산 개발에 관심이 많은데요.부동산 개발시에 들어가는 비용들에 대해서 많이 궁금합니다. 대략적으로 설명해 주셔도 좋고 세세하게 설명해주셔도 좋으니 알려주시면 감사하겠습니다!,"부동산 개발이라는게 단순히 토지를 형질변경을 하는 것일수 있고, 나대지에 건축을 하는 행위일수도 있습니다, 각 개발에 따라 비용이나 과정, 절차등이 모두 다르기에 포괄적으로 설명드리기는 어렵습니다."
241,팁,"서울에서 주택을 구입하려고 하는데, 부동산 가격이 너무 비쌉니다. 부동산 가격이 계속 오르는 이유는 무엇인가요? 특히, 서울에서 부동산 가격이 계속 오르는 이유는 무엇인가요?","부동산 가격이 오르는데는 여러가지 요인이 있을 수 있습니다, 시장경제에 따라 수요가 증가하거나 공급이 감소되는 경우 가격이 상승하게 되는데 수요와 공급은 각각 다른 요인에 따라 변동되게 되므로 단순 설명은 어렵습니다. 단, 우리나라의 경우 부동산시장은 수도권과 서울을 중심으로 반응을 보이기 떄문에 가격이 상승할 경우 서울이 먼저 움직이게 되고 그 폭 역시 크게 됩니다. 또한 주변환경, 학군등 입지를 고려할때도 서울 중심으로 흘러가기 떄문에 수요가 많고 이로인해 가격반응도 빠르게 됩니다."
242,팁,중국경제 붕괴의 트리거가 부동산 문제라고 말하는걸 들었는데경제의 한부분일 뿐인 분야의 문제로 전체경제가 흔들린다고 말하는게 맞나요??우리나라 역시 부동산 문제에 대해 나라가적극적으로 대출한도 제한 풀어주고 세제혜택에 심지어 나라가 분양안된걸 사주는거 보면부동산에서의 문제를 심각하게 받아들이는거 같은데부도나는 회사가 매년 생겨나듯그저 일반회사 부도나듯 건설회사 부도나고 미분양 좀 쌓이고 그런걸 나라가 걱정해야 할 일인가요??,"부동산의 경우 상대적으로 산업에 종사하는 인구가 많고, 또한 건설, 금융, 철강 등 다른 산업과의 연관성이 높아 부동산 경기가 안좋은 것은 전체적인 국가 경제 성장에 부정적인 요소로 작용합니다."
243,팁,"부동산 중개업소를 창업하려면 법인, 개인 등 보증금이 필요하다고 하던데 얼마나 필요한지 궁금합니다.최근에 금액이 바뀌었다고 들었습니다.","부동산중개업소를 창업하려면 공인중개사 자격증 개설등록, 사업자등록을 해야 중개행위를 할 수 있습니다.  개설등록접수하면  2억원까지 보증하는 보증보험에 가입해야 개설등록허가증이 발급됩니다. 보증보험가입을 하지 않으면 개설등록이 불가입니다."
244,팁,부동산 매물이 증가하게 되면 지금과 같은 상황에서는 거래가 많아지지 않을 듯 한데.. 이렇게 될경우 다시 하락할 가능성이 매우 높아 보이는데 괜찮을 까요?,"투자수요가 없었던 실수요자의 거래량이 대부분 이었던 만큼 일시적 반등이라고 보는 시점이 많습니다.급매물들은 실수요자에 의해 대부분 소진이 되었으며, 이 과정에서 반등이 있었던 것으로 보입니다.반등의 신호로 보고 매도인들은 호가를 높이기 시작했으며, 거래량이 동반되지도 않은 일부의 거래로 오름세를 주장 하고 있습니다.실수요자나 투자수요자들은 역전세 및 경기침체의 원인으로 좀 더 기다려 보니, 당분간은 관망세가 대세인듯 합니다.23년 말 ~ 24년 초 역전세의 문제가 해소되는 시점까지는 이 관망세가 유지되리라 보며 더불어 금리인하의 신호가 나온다면 급등은 아니더라고 꾸준한 우상향 하는 오름세의 시작이 될수 있다고 보겠습니다."
