구분,질문,답변
전세,"안녕하세요내년 2월이 전세만기입니다.궁금한점은 이 집을 전세->월세로 변경하려고 하는데요임대인, 임차인 모두 변하지 않고 동일하다면이 경우 그냥 개인끼리 부동산 통하지 않고 서류를작성할경우 문제 될게 있을까요?","전 가압류 및 가등기 설정 전)까지 모든 책임을 진다.​두 매물 모두 오피스텔이며 준공된 지 오래된 매물입니다. A매물은 전세가가 매매가의 80%로 비교적 낮은 가격이지만, B매물은 전세가가 매매가의 90% 이상으로 더 높은 가격입니다. B매물은 보증금 보험 가입을 위해 전세가를 낮추었기 때문에 월세 10만원이 추가로 필요하다고 합니다.​두 매물 모두 HUG대출이 가능하고 보증금 보험이 가입되어 있습니다. 또한, 임대인 세금 체납 여부를 확인할 수 있고, 특약사항으로 임대인의 후순위대출(근저당설정) 불가 및 잔금 전 가압류 및 가등기 설정 시 임대인이 모든 책임을 진다는 내용이 포함되어 있다고 합니다.​이러한 조건들을 고려할 때, 상대적으로 안전한 매물이라고 할 수 있습니다. 그러나 부동산 거래는 항상 주의가 필요하며, 실제로 계약을 진행하기 전에 전문가의 조언을 듣는 것이 좋습니다. 또한, 임대인의 신뢰성과 임대 조건을 자세히 조사하고, 계약서의 모든 조항을 신중하게 검토하는 것이 중요합니다."
전세,"서울에서 전세매물 구하는 중인데 궁금한게 있습니다.부동산에서 상담받은 매물이 두개 있는데 둘 다 오피스텔이고 준공된지 각각 8년(A매물), 20년 정도(B매물) 된 매물입니다.A매물은 전세가가 매매가의 80%, B매물은 90% 이상입니다. 두개 다 보증금 보험이 가입되고 HUG대출이 되는 곳입니다. B매물은 보증금 보험 가입을 위해 전세가를 낮췄기때문에 월세 10만원이 추가로 필요하다고 합니다. 두 매물 다 계약 시에 임대인 세금 체납 여부 확인 가능하고 특약사항으로 아래의 내용을 넣어준다고 하는데 안전한 매물일까요?7.임대인은 전세계약 2년 계약기간동안 후순위대출(근저당설정)을 받을 수 없다.8.임대인은 잔금 전 가압류 및 가등기가 설정될시 모든 책임을 진다. -임대인은 임차인 입주일(잔금날)에 전입신고 완료 후 다음날 00시 이후 임대차효력발생시까지 향후 7일간 기타 권리하자 등 을 발생시킬경우   해당 계약은 무효로하며, 계약해지하기로 한다. 9.임대인은 임차인 계약만기일까지 다음세입자가 안구해지더라도 계약만기일에 보증금을 즉시 반환키로한다.10.본 계약은 임대인 의무반환보증보험 가입조건의 계약이며 반드시 가입하기로 한다. (전세보증금 100% 2년가입,   임차인 보증료 25% 부담) 보증보험 가입 불가시 계약금 및 보증금 전액 즉시 반환한다.11.임대인은 임차인의 청년버팀목전세자금대출(HUG)에 적극 협조하며 청년버팀목전세자금대출(HUG) 불가시 계약금 전액 반환하기로 한다.  -임차인은 대출미발생시 내용증빙이 가능하여야한다.13.[부동산거래신고법]에 따라 임대차 신고대상 주택으로,계약 당사자가 계약일로부터 30일안에 신고하도록 안내함.14.상기특약 외의 사항은 주택임대차보호법에 준하며,민법상 계약에 관한 규정 및 일반 부동산 거래관례에 따른다.    추가내용은 임대인과 임차인이 협의하여 처리한다.",전세계약할 때 서류를 개인이하면 복잡하니까 중개인을 통해서 하는경우가많죠그리고 사기를 당할 걱정도 있으니 전문가의 도움을 받는것이구요 보증보험가입은 개인이 할 수 있던데용
전세,안녕하세요 부동산 일을 막 시작한 부린이 입니다.제가 한달 정도 됐는데 모르는게 너무 많습니다.1.전세계약은 왜 중개인이 반드시 필요한가?2.보증보험가입은 누가 가입을 해야하는가?알려주실 분 계신가요..ㅠ 너무 제 자신이 짜증나고 답답해서 올려봅니다그리고 부동산 관련해서 저의 멘토가 되어주실 분 댓글로 남겨주세요 ㅠ 도와주세요,​신탁등기된 부동산은 그렇지 않은 부동산보다 권리관계가 복잡하기 때문에 임대차 계약을 체결하실 때 많은 주의를 기울이셔야 합니다.            ​
전세,"이번에 신축 오피스텔 전세계약을 하려고 하는데보니까 해당 물건이 신탁부동산매물이고등기부등본 갑구에 신탁원부라 기재되어 있더라고요그래서 전세계약 절차를 수행하려 하는데임대인(집주인)과 계약을 할 때, 아직 이전등기가 안되어 있기 때문에수탁자(부동산신탁주식회사)의 동의서가 필히 있어야 하는 것을 압니다..그래서 부동산 중개인에게 말했더니그건 다세대만 해당되는 거고아파트 및 오피스텔은 해당이 안된다고 하는데이게 맞는 것인가요???맞는 내용이라면 출처가 어떻게 되는지답변 감사합니다!!(내공100)부린이라 상세한 설명 해주시면 정말 감사합니다ㅠㅠ","전세 계약금 입금 및 계약서 작성이 완료되었으며, 임대차 계약도 신고가 완료되었습니다. 하지만 아직 잔금을 치르기 전에 집주인이 아파트를 매매하려고 부동산 어플에 등록한 것을 알아차리셨습니다. 또한 계약서 작성 시에 집 매매에 대한 정보는 듣지 못하셨습니다.       이런 경우가 흔한지, 전세 계약 진행 중에 매매가 진행되는지에 대해 궁금하신 것 같습니다. 또한 양측 부동산이 아닌 제3 부동산이 매매 등록했는데 해당 사항에 문제가 없는지 궁금하신 것 같습니다. 그리고 본인 부동산에 어떤 내용을 확인해보는 것이 좋을지에 대한 조언을 원하시는 것 같습니다.       전세 계약 진행 중 매매가 이루어지는 경우는 드물지만 발생할 수 있습니다. 보다 안정적인 계약을 위해서는 부동산 관련 법률을 잘 숙지하고 전문가의 도움을 받는 것이 좋습니다. 양측 부동산이 아닌 제3 부동산이 매매 등록한 경우에는 해당 부동산의 신뢰성과 신용도를 확인하는 것이 중요합니다. 부동산 전문가나 법률 전문가의 조언을 듣는 것도 도움이 될 수 있습니다. 또한, 부동산에 등록된 정보와 해당 아파트의 현황, 관련 법규를 확인해보는 것도 좋은 방법입니다.       부동산 전문가 형누님들의 조언을 참고하시면 더욱 좋으실 것입니다.​"
전세,"안녕하세요. 신축 아파트 원 계약자로 저희 어머니가 계약을 하셨었는데, 현재 아파트 관련해서 여러 질문들이 있습니다.현재 계약서에 있는 금액은 은행에서 중도금 대출받은 1억 5천을 제외하곤 잔금까지 전부 완납했습니다.취득세도 해당 시청에서 납부하였는데요, 소유권 이전등기는 9월 중순까지 내야 가산세가 안붙는다고 해서 내려고 했더니 은행에 중도금 대출 상환을 하고 그 증명서를 제출해야 아파트쪽에서 승인을 내주어 그때부터 소유권 이전등기 신청이 가능해지고, 혹은 중도금 대출을 잔금대출로 바꾸어서 중도금 대출 쪽 은행은 상환하고, 잔금대출을 받은 은행으로 서류가 넘어가서 그쪽 법무사를 통해 소유권 이전등기 신청이 가능해진다고 알게되었습니다.이러한 상황에서 해당 아파트를 부동산 통하여 전세로 올려 놓았고 계약하겠다는 사람이 나타났는데이 세입자도 디딤돌 대출을 통하여 돈을 받고, 11월 초 쯤에나 잔금완납이 가능하다고 하더라구요저희는 9월 20일 전까지만 집단 대출이 가능한데 만약 세입자가 계약을 한다고 해놓고 계약을 취소해버리면 해당 대출을 못받게되서 그렇습니다. 저희가 잔금 대출을 받게 되고, 세입자로부터 전세금 잔금을 받아 다시 은행에 잔금대출상환을 하면 중도상환수수료 300정도 나온다고 알고 있는데 계약 취소를 감안해서 일단 신청을 해놓는게 맞을까요? 대출 이후 바로 갚아서 내는 중도상환수수료 300보다 중도금 상환 대출 납기일을 넘겨 연체되는 가산세 + 소유권 이전 등기 가산세 가 더 낮을 것 같긴 합니다.Q1. 이런 상황이면 일단 잔금 대출을 신청하는게 옳을까요? Q2. 또 세입자도 디딤돌 대출을 한다고 했었는데 저희가 은행 잔금 대출을 한다고 해서 심사에 탈락하거나 해서 대출에 불이익이 있을 수 있나요?Q3. 그리고 아파트를 전세로 판매하는 저희 상황에서 소유권 이전등기관련해서 주의할 상황이 있을까요? 저번에 잠깐 월세의 경우는 소유권 이전등기를 세입자 측에서 먼저하면 큰일난다고 들은적이 있어서요..",상관없을꺼예요 은행가서 연장되었다고 하시면 됩니다.아니면 새로운계약서 들고가시면 됩니다 .​
전세,원래 계약은 7월까지인데 8월31일 까지로 미뤘었다가 다시 10월 11일로 미루게 되었습니다.첫번째 미뤘을때는 임대인이 부동산에 방문하여 잘 작성했는데 내일 다시 부동산 가서 10월11일로 미뤄야하는데임대인이 방문을 귀찮다고 거절합니다.1. 부동산에선 임대인분이 안오셔도 상관없다고 말씀 하시는데 상관이없나요?2. 전세대출이랑 보증보험 연장해야 되는데 새로운 임대차 계약서를 작성해야되는데 이경우 어떻게 해야하나요?AI 답변은 정중히 거절하겠습니다,"아파트 매매가가 4억9천-5억5천에 올려져 있다면, 전세가 4억 정도라면 비싼 수준이라고 볼 수 있습니다. ​일반적으로 전세가 비율은 매매가의 60% 정도가 안전하다고 볼수있습니다.​즉, 매매가가 4억9천-5억5천이라면 전세가는 2억9천4백만~3억3천만 원 정도가 적절한 수준입니다.​시세가4.9억~5.5억이면 경매시 보증금전액을 못 받을수도있습니다."
전세,"신혼부부라 이번에 전세집을 구하려고합니다그런데 아직 많이 무지해서 질문드립니다아파트 현재 매매가가 4억9천-5억5천 올려져 있는게 전세가 4억정도라면 비싼 수준인가요? 만약 그리고 최악으로 가정해서 집이 경매로 넘어간다고하면, 보증금을 돌려받을 수 있는 안전한 수준인지 궁금합니다.","​금리인상 등으로 최근 전세집이 경매에 넘어가는 사례가 급증하고 있습니다. 전세집이 경매에 넘어간 경우 먼저 권리분석을 진행해 경매 배당절차에서 보증금 전액을 회수할 수 있는지를 따져보아야 합니다. 대항력있는 선순위 임차인이라면 낙찰자에게 보증금반환을 요구할 수 있기 때문에 상대적으로 안전한 편이지만, 최근 부동산 가격 하락으로 경매가 계속해서 유찰되는 현상이 나타나고 있습니다.​전세보증금보험을 가입하였다고 하더라도, 석연치 않은 이유들로 보증이행을 하지 않는 경우가 허다합니다. 보증보험회사의 입장에서도 세입자에게 보증채무를 이행한 뒤 집주인에게 구상권을 행사하여 보증금을 회수해야 하는데, 집주인으로부터 보증금회수가 불가능할 경우 이는 고스란히 보증보험회사의 손해로 귀속되기 때문입니다. 이 경우 보증금반환에 대한 부담은 고스란히 세입자가 부담하게 됩니다.​경매 배당 절차에서 보증금을 반환받지 못할 것이 확실한 경우에는 집주인을 상대로 보증금반환청구소송을 진행하신 후 신속하게 판결문을 확보해 집주인의 다른 재산에 강제집행절차를 진행하셔야 합니다. 경매 절차는 복잡한 편이고 진행과정에서 여러 변수가 많기 때문에, 보다 정확한 상담을 원하시면 관련자료를 지참해 전문 변호사와 상담을 진행해보시는 것이 좋습니다.​전세집이 경매에 넘어가는 깡통전세는 전세사기와 밀접한 관련이 있습니다. 최근 세입자들의 소중한 보증금을 떼어먹는 전세사기가 기승을 부리고 있어 세입자들의 각별한 주의가 필요한 상황입니다. 하지만 사기꾼들의 수법이 워낙 교묘하기 때문에 조심을 한다고 하더라도 눈 뜨고 코베이는 식으로 전세사기를 당하기 십상입니다. 전세사기에 대처하는 방법으로는 (1) 형사고소, (2) 보증금반환청구소송, (3) 채권추심/강제집행이 있습니다. 이 세 가지 절차가 유기적으로 진행되어야 전세사기 사건에서 피해를 회복할 수 있습니다.​"
전세,"신축빌라에 2020.8월경 전세세입자로 입주하고 나서 1년이지난뒤에야 깡통전세인걸 알았습니다. 분양당시 매매가 3억2900만원           전세가 3억2900만원 이였고 전세 3억2900만원 으로 안심전세대출(90%대출)을 이용해 입주하였습니다.2021.1월 중순 조금 안된시점에 집주인이 바뀌었습니다.찾아보니 전형적인 건축주와 분양사무실과 바지사장을 이용한 무갭투기 깡통전세사기 인걸 인지하여부동산 등기를 확인해보았고현재상황은 이러합니다.입주하고나서 바로 전입신고 및 확정일자를 받았고, 그이전 을구에 있던 저당권설정은그이전 건축주(집주인)의 건축당시 은행대출로 보이고,계약서에 말소조건으로 기재후입주하였고 얼마안있어서 바로 말소되었습니다.그리고 몇달뒤에 집주인이 바뀌었습니다.현재갑구에 새로바뀐 집주인(바지사장) 앞으로 압류가 건강보험공단 및 지자체징수과 압류가들어와있고,전입신고 및 확정일자는 입주와동시에 했고,지금도 거주하고있고 한번도 전출을 한이력이없습니다그이후 집주인변경 및 새집주인 압류가 들어왔으므로다행히 저는 대항력있는 선순위 임차인으로 보입니다.을구에는 현재는 아무것도 없습니다.현재 전세 만기가 7개월 정도남은 상황이고,부동산 경매 예정통지서(현재바지사장집주인앞으로)온 통지서를 받게되었는데아마도 만기이전에 집이 경매로 넘어갈것같다고 판단됩니다.-------여기서부터 질문입니다. 1.제가알기로 집이 경매에 넘어가도 신축빌라이므로 현재 공시가가 2억3700 나옵니다(시세조회)그러면 감정가가 어떻게 될지는몰라도 2억~2억5천사이로 예상되는데이경우에 대항력있는 선순위 임차인인 제 보증금 3억2900만원보다도 낙찰가액이 적으므로제가 배당요구를 하든하지않든 분명 무한 유찰이 될것으로 보이고,그이전에 나머지후순위채권자가신청한 경매일경우 대항력있는 선순위임차인인 제가 존재하는한말소기준권리가 저의 임차보증금이 될텐데 경매가가 3억2900만원 이상이 되지않으면 무잉여기각이 될게 뻔한 상황인데이런경우에는 임차인인 제가 보증금반환소송 및 강제경매 신청후에입찰을 하고나서 낙찰가액과 배당액을 상계처리하면서인수할수 있다고 알고있는데요제가 강제경매를 신청후에 계속유찰시키면서 가장 저렴한금액으로 낙찰받아서구입하는게 나은지 아니면 첫회차에 바로 낙찰받는게 나은지 궁금합니다.2.현재 안심전세대출을 이용하고 있으므로낙찰받는순간 유주택자가 되어 안심전세대출을 일시납상환 하게되는걸로 알고있는데낙찰금액이야 상계처리하면 된다고하지만전세금상환하게 될시 어떻게 처리해야 할까요..? 이미 보유한 주택은주택담보대출도 많이 안나오는걸로 알고있습니다..3.아니면 제가 강제경매를 하지않고,채권자가 경매진행을 해도 무잉여기각이안나올수도 있을까요?4.종합적으로 봤을때 보증금 최대회수 및 이상황을 현명하게 넘길수있는 방법은 없을까요..?정말 전문가분들의 고견을 진심으로 여쭙숩니다 ..내공 많이 겁니다!!","​​금리인상 등으로 최근 전세집이 경매에 넘어가는 사례가 급증하고 있습니다. 전세집이 경매에 넘어간 경우 먼저 권리분석을 진행해 경매 배당절차에서 보증금 전액을 회수할 수 있는지를 따져보아야 합니다. 대항력있는 선순위 임차인이라면 낙찰자에게 보증금반환을 요구할 수 있기 때문에 상대적으로 안전한 편이지만, 최근 부동산 가격 하락으로 경매가 계속해서 유찰되는 현상이 나타나고 있습니다.​전세보증금보험을 가입하였다고 하더라도, 석연치 않은 이유들로 보증이행을 하지 않는 경우가 허다합니다. 보증보험회사의 입장에서도 세입자에게 보증채무를 이행한 뒤 집주인에게 구상권을 행사하여 보증금을 회수해야 하는데, 집주인으로부터 보증금회수가 불가능할 경우 이는 고스란히 보증보험회사의 손해로 귀속되기 때문입니다. 이 경우 보증금반환에 대한 부담은 고스란히 세입자가 부담하게 됩니다.​경매 배당 절차에서 보증금을 반환받지 못할 것이 확실한 경우에는 집주인을 상대로 보증금반환청구소송을 진행하신 후 신속하게 판결문을 확보해 집주인의 다른 재산에 강제집행절차를 진행하셔야 합니다. 경매 절차는 복잡한 편이고 진행과정에서 여러 변수가 많기 때문에, 보다 정확한 상담을 원하시면 관련자료를 지참해 전문 변호사와 상담을 진행해보시는 것이 좋습니다.​전세집이 경매에 넘어가는 깡통전세는 전세사기와 밀접한 관련이 있습니다. 최근 세입자들의 소중한 보증금을 떼어먹는 전세사기가 기승을 부리고 있어 세입자들의 각별한 주의가 필요한 상황입니다. 하지만 사기꾼들의 수법이 워낙 교묘하기 때문에 조심을 한다고 하더라도 눈 뜨고 코베이는 식으로 전세사기를 당하기 십상입니다. 전세사기에 대처하는 방법으로는 (1) 형사고소, (2) 보증금반환청구소송, (3) 채권추심/강제집행이 있습니다. 이 세 가지 절차가 유기적으로 진행되어야 전세사기 사건에서 피해를 회복할 수 있습니다.​"
전세,집을 나가고자해서 알아보는 중인데요청년전월세대출이 있더라구요전세로가면 살만하지싶어서 관심이가는데이런쪽 지식이 아무것도 없습니다부동산에 청년대출을 받고싶다하면 절차나 세부사항을 안내해주시나요?전세로 살게된다면 신고절차등은 무엇을 해야하나요?또 특별히 무엇의 주의해야하거나 알아야하나요?,"등기부등본, 주민등록초본, 임대차 계약서 등을 보아야 정확하게 판단이 가능할 것으로 보입니다."
전세,"2억 8천 오피스텔 전세로 들어왔고, 계약 당시 건물 등기부등본에 가압류나 근저당 없었습니다. 그 후, 확정일자랑 전입신고 다 했고요.4월이면 전세 계약이 끝나는데 집주인이 집 180채를 보유했고 그에 대한 세금 약 16억 이상을 못 냈습니다.전 4월 3일날 계약을 했고, 등기사항전부증명서를 보니 갑구 소유권 이전이 됐더라고요. (접수 2020년 4월 20일) -  등시원인 4월 1일 매매입니다.1. 제가 전세를 할 당시(4월 3일) 소유주는 A였는데 그 전 날(4월 1일)에 매매가 됐으면 A가 아니라 B가 소유주여야 하는 게 아닌가요?2. 소유권 이전 접수날인 20일 전에 확정일자랑 전입신고를 했으니 등기원인 이유와 상관없이 경매시 대항력있는 선순위 임차권이 되는 것인가요?","전세로 계약하려는 집이 매매와 동시에 이뤄지고 있다면 매도인과 전세 계약을 해야 합니다. 통상적으로 매수자와 하는 경우도 있지만 매매계약이 파기가 될 수도 있고 계약금만 지불한 상황이라면 계약의 해제도 가능하기 때문에 매수인과의 계약은 전세입자 입장에서도 위험할 수 있습니다. 따라서 전세 계약 당시의 소유자인 매도인과 계약을 하고 잔금도 매도인과 진행해야 합니다.​매매가 이루어지더라도 전세보증금을 안전하게 지키는 방법은 전세금반환보증보험에 가입하기를 추천합니다.  혹시나 계약만료 시 전세보증금을 임대인이 돌려주지 못할 상황이라도 보증 기관에서 대신 돌려주는 형태이므로 좀 더 안심하고 계약을 할 수 있을 것입니다. ​잔금과 동시에 전입신고와 확정일자를 받아두어야 되며 잔금일에 매수인이 근저당을 설정하지 않도록 계약시 특약사항에 넣을 수 있으면 좋고 그렇지 않더라도 전입신고 이후에 등기부등본을 한 번 더 확인하는 편이 좋습니다.​매도인과 전세계약을 하더라도 매매계약을 하게 되면 전세 관련해서도 의무와 권리를 포괄승계를 하게 되지만 전세입자의 경우 매수인의 인적 사항은 모르기 때문에 불안할 수 있습니다. 그래서 잔금 시 매수인과 전세 계약을 새롭게 하는 방법도 고려해 볼 수 있습니다. 전세 계약을 할 때 이러한 부분에 대해 미리 협의를 하여 특약사항에 반영을 한다면 가장 확실한 방법이 될 것입니다.​"
전세,"월세가 너무 부담되서 전세로 옮겼는데요.전세계약을 했고, 청년전세자금대출 받아서 내일이 대출금 나오는 날, 즉 잔금 치르고 입주하는 날입니다.오늘 이사할집 청소하고 있는데, 갑자기 누가 비번을 누르고 들어오더니 매매내놓은 부동산이라는데 이게 무슨 말인가 싶어 중개인에게 확인요청을 했습니다.그런데 집주인이 바뀐다는 이야기를 하시더군요.집보기 전, 집 볼때, 계약서 작성 전 후, 그리고 2주가 넘은 지금까지 어떠한 말도 없다가 갑자기 전세끼고 매매들어간 집이었다고 하시는데..거의 사기당한 기분입니다.진작 말씀해주셔야 하는 부분아니었냐고 따지니 본인도 몰랐다고 하는데.. 이중계약?으로 다른 부동산가서 계약서 작성하기는 했습니다만 아무리 그래도 중개사가 모른다는게 말이 되나요? 그리고 그 부동산에서는 당연히 사전에 고지해줘야 하는 부분 아닌가요? 악의적으로 말하지 않았다라고밖에는 생각이 들지 않네요.집주인께 아무리 연락해도 받지 않으셨고, 저희 아빠와 남자친구 번호는 받으시더라구요? 남자친구가 집주인께 여쭤보니 이미 작년 11월에 매매계약서를 작성했고 매매하실 새 집주인분이 돈이 없어 아직 잔금은 못치루고 전세를 끼고 계약하기로 했다고 하네요. 내일 동시계약을 할 예정이었다구요. 저는 등기부등본 확인했을때 현집주인이 맞았고, 전혀 그런 사실을 듣지 못했기때문에 상상도 못했습니다.전혀 몰랐고 알았다면 계약하지 않았을거에요. 당장 내일인데, 낼 아침 은행 달려가서 대출 막아야 하는건지계약 깨면 계약금은 돌려받을 수 있는건지이게 안전한 계약인지, 제가 설명받지 못한 부분은 어떻게 책임을 물고 피해보상받을수 있는지.. 하나하나 다 알고싶습니다. 너무 화가나고 어이가 없어서 잠도 안와요.제가 1순위가 되게 각서를 써주겠다며안전하니 걱정하지 말라는 말만 계속 하는데 그냥 이제 믿을수가 없습니다. 제가 새집 청소하다가 그 부동산 중개인분을 만나지도 않았다면 저는 아무것도 모르고 당했을거잖아요?잔금도 그냥 열시전에만 보내면 된다고 부동산 안나와도 된다고 하더니.. 저는 호구였네요.당장 내일이 잔금 치르는 날이고, 지금 사는 집도 낼 모레까지 빼기로 했는데.. 제가 여기서 어떻게 해야 하는걸까요1. 내일아침 대출 막고 계약 파기할 경우사전에 설명을 듣지 못했고, 중개업자는 설명의무를 다하지 않았으므로 계약금 일부나 보상을 받을 수 있나요? 혹은 소송으로라도 계약금을 받을 수 있을까요?2. 계약파기할 경우현재 거주하는 집에서는 기존 계약 만료기간까지 있어도 될까요? 계약 만료일은 일주일정도 남았으나 제가 집을 빼기로 한 날 다음 세입자가 바로 들어오게 될 상황입니다. 다음 세입자의 중개인도 같은 중개인이구요.2. 계약할 경우이미 매매계약은 전세계약보다 먼저 한것 같아요. (이부분도 중개인은 끝까지 설명없었고, 집주인 통해 알게됨) 그러나 등기부등본 상에는 현 집주인이 기재되어 있는데, 제가 내일 전입신고를 하면 1순위가 되는게 맞나요?3. 계약 후 , 새로운 집주인과 계약서를 다시 작성해야 한다는데 알아보니 그게 오히려 불리하다는 말도 있어서요. 꼭 새로 작성해야 하나요? 새로 작성할 경우, 이전의 전입신고 확정일자 받은 1순위는 사라지나요4. 중개인저에게 어떠한 설명도 하지 않고 계약서에 사인만 하게 한 중개인들에게 저는 어떤 조치를 취할수 있나요? 협회에 이의신청, 시청에 신고, 고소하는 것을 알아보았는데.. 구체적인 방법 혹은 더 효과적인 방법은 없나요?","​전세 계약 시 주인이 집을 내주지 않는 경우, 상황에 따라 다양한 대응 방법이 있을 수 있습니다. 먼저, 전세 계약서에 명시된 계약 조건과 기한을 확인해 보시는 것이 좋습니다. 계약서에 명시된 조건에 따라 주인에게 문제를 제기하고 해결을 요구할 수 있습니다.​만약 주인이 돈이 없다고 주장하고 이사를 간다는 말을 하였다면, 이는 전세 계약을 위반하는 행위일 수 있습니다. 이 경우, 법적인 조치를 취할 수도 있습니다. 법률적인 조언을 받기 위해서는 변호사나 법률 전문가와 상담하는 것이 좋습니다.​또한, 전세 계약 시 전세 보증 보험에 가입하지 않았다고 하셨는데, 전세 계약서에 보증금에 대한 조항이 명시되어 있다면, 해당 조항에 따라 보증금을 환급 받을 수 있는 절차를 따를 수 있습니다. 이 경우에도 법률적인 조언을 받는 것이 좋습니다.​마지막으로, 부동산 중개사나 전문가에게 상담을 요청하는 것도 도움이 될 수 있습니다."
전세,안녕하세요다가구전세 2년 살고 나갈려는데 집이 안나가서요기한은 다가오는데 주인사장님은 돈 없다 하시고이사간다는 말은 확실히 했는데 이럴경우 집이 안나가면 돈을 어찌 받아야 하나요?전세보증보험도 안해놔서ㅠ부동산에서도 주인이 안 주면 방법 없다 하고답답합니다.. 법으로 해야 하나요?,"신축 아파트의 경우 등기부등본이 나오기까지 시간이 걸릴 수 있습니다. 하지만 등기소에 방문하여 등기부등본을 발급받을 수 있습니다. 등기부등본에는 부동산의 소유자, 지분율, 근저당권 등과 같은 정보가 기재되어 있습니다.​공동명의인 집주인과 전세계약을 할 때에는 계약서 작성 시 두 사람 모두 참석해야 합니다. 계약서에는 두 사람의 인감도 날인해야 합니다. 특약으로 걸어야 할 사항은 다음과 같습니다.전세금 반환 보증임대인의 의무 위반 시 손해배상계약 해지 조건기타 특약 사항​매매가가 피가 붙어 더 오른 실정이므로, 전세금을 돌려받지 못할 위험이 있습니다. 따라서 계약을 체결하기 전에 신중하게 검토해야 합니다.​가계약금은 계약이 성사되지 않으면 반환해야 합니다. 따라서 가계약금을 지급한 후 계약이 성사되지 않으면, 부동산 중개사에게 가계약금을 반환해달라고 요구할 수 있습니다.​"
전세,"안녕하세요 월세말고 전세는 처음이고 억 단위의 돈을 빌려 개인에게 맡기는 것도 불안해서 부덩산 전문가분들이 계시다면 도움좀 얻고 싶습니다.현재 집을 보고 가계약을 한 상황입니다집은 신축 아파트로 23년5월31일 부터 집을 볼 수있어서 이번에 집을 보고 전세금도 일부 맞춰주셔서 계약하기로 마음먹었는데 제가 계약에 대해 좀 무지한 상태인데 부동산직원분이 집주인과 통화후 가계약금 200을 입금하라고 해서 200을 입금했습니다. 부동산 직원분이 부동산 공급계약서를 보여줬을때 매수자는 A였지만 제가 입금한 계좌주인은 B였습니다.둘은 공동명의라고 해서 그냥 별생각 없이 입금했는데집에와서 또 전세에 대해 이것저것 알아보니 공동명의로 된집을 빌린다는게 찝찝하고, A와B가 공동명의 인지도 모르겠고, 임대차계약금수령확인서도 작성해야 하는건지도 몰랐고 부동산 중개인이 제 인적사항을 문자로 받고 자기가 작성해서 확인서를 대필해서 사진으로만 보내줬습니다. 지금까지는 진행된 상황이고 질문사항 몇개 올려보겠습니다ㅠㅠㅠ1. 신축(2000세대 이상)아파트이고 등기부등본이 나올려면 조금 오래걸린다 들었습니다. 그럼 A와B가 공동명의인지 , 두사람의 지분이 얼마인지 알 방법은 없는건가요?(부동산 직원 말로는 두사람은 부부라 함.)2. 공동명의인 집주인과 전세계약을 할때 계약서 작성시 두사람 다 와야하는지, 와서는 무엇을 특약으로 걸어야 하는지 , 주의사항 등은 무엇이 있을까요?3. 전세금 2억2천 이고 공급계약서 보니 매매금액은 3.6억 이였습니다. 지금은 매매가가 피가 붙어 더 오른 실정이고 부동산 직원 말로는 근저당,융자? 등은 없다고 하였는데 안심해도 될 매물일까요??4. 현재 너무 무지한 상태로 가계약금을 지급했는데 단순히 반환해달라 했을때 반환해줄 의무가 있을까요? 임대차계약금확인서를 부동산 직원이 작성했는데 ㅠㅠ 저는 그냥 그자리에서 입금 빨리해주는게 좋다고 해서 무작정 입금한 죄는 있습니다...조언 및 답변 해주시면 감사하겠습니다 :)","​최근 세입자들의 소중한 보증금을 떼어먹는 전세사기가 기승을 부리고 있어 세입자들의 각별한 주의가 필요한 상황입니다. 하지만 사기꾼들의 수법이 워낙 교묘하기 때문에 조심을 한다고 하더라도 눈 뜨고 코베이는 식으로 전세사기를 당하기 십상입니다. 전세사기에 대처하는 방법으로는 (1) 형사고소, (2) 보증금반환청구소송, (3) 채권추심/강제집행이 있습니다. 이 세 가지 절차가 유기적으로 진행되어야 전세사기 사건에서 피해를 회복할 수 있습니다.​HUG 등 전세보증보험을 가입하였다고 하더라도, 석연치 않은 이유들로 보증이행을 하지 않는 경우가 허다합니다. 보증보험회사의 입장에서도 세입자에게 보증채무를 이행한 뒤 집주인에게 구상권을 행사하여 보증금을 회수해야 하는데, 집주인으로부터 보증금회수가 불가능할 경우 이는 고스란히 보증보험회사의 손해로 귀속되기 때문입니다."
